17403	17405 17404
17404	17403 17405
17405	17404 17403
17626	17627
17627	17626
18038	18039
18039	18038
18080	18081
18081	18080
18131	18132
18132	18131
18205	18206
18206	18205
18323	18324
18324	18323
18573	18575
18575	18573
19204	19205
19205	19204
19526	19527
19527	19526
19649	19650 19651
19650	19649 19651
19651	19650 19649
19715	19716
19716	19715
19726	19727
19727	19726
19833	19834
19834	19833
19880	19881
19881	19880
19911	19912
19912	19911
19996	19997
19997	19996
20197	20198
20198	20197
20382	20383
20383	20382
20397	20398
20398	20397
20525	20526
20526	20525
20586	20587
20587	20586
20619	20620
20620	20619
20628	20629
20629	20628
20639	20640
20640	20639
20704	20705
20705	20704
20726	20727
20727	20726
20840	20841
20841	20840
20948	20949
20949	20948
20966	20967
20967	20966
21105	21106
21106	21105
21151	21152
21152	21151
21548	21549
21549	21548
21901	21902
21902	21901
21920	21922
21922	21920
21953	21954
21954	21953
22089	22090
22090	22089
22151	22153
22153	22151
22155	22156
22156	22155
22269	22271
22271	22269
22307	22308
22308	22307
22414	22415
22415	22414
22545	22546
22546	22545
22616	22617
22617	22616
22711	22712
22712	22711
22796	22797
22797	22796
22809	22810
22810	22809
22814	22818
22818	22814
22859	22860
22860	22859
22877	22879
22879	22877
22891	22892
22892	22891
22913	22914
22914	22913
22944	22945
22945	22944
22988	22989
22989	22988
23164	23165
23165	23164
23184	23185
23185	23184
23242	23243
23243	23242
23354	23355
23355	23354
23410	23411
23411	23410
23599	23600
23600	23599
23714	23715
23715	23714
23791	23792
23792	23791
23939	23940
23940	23939
23962	23963
23963	23962
24172	24173
24173	24172
24555	24556 24557
24556	24557 24555
24557	24555 24556
24567	24568
24568	24567
24595	24596
24596	24595
24598	24599
24599	24598
24628	24629
24629	24628
24733	24734
24734	24733
24749	24750
24750	24749
24940	24941
24941	24940
24998	24999
24999	24998
25033	25034
25034	25033
25040	25041
25041	25040
25180	25181
25181	25180
25280	25281
25281	25280
25363	25364
25364	25363
25404	25405
25405	25404
25450	25451
25451	25450
25462	25463
25463	25462
25472	25473
25473	25472
25618	25619
25619	25618
25847	25848
25848	25847
26090	26091
26091	26090
26168	26170
26170	26168
26286	26287
26287	26286
26601	26602
26602	26601
26622	26623
26623	26622
26669	26671 26670
26670	26669 26671
26671	26670 26669
26775	26777
26777	26775
26801	26802
26802	26801
26835	26836
26836	26835
26871	26872
26872	26871
26968	26969
26969	26968
27089	27090
27090	27089
27165	27166
27166	27165
27321	27322
27322	27321
27355	27356
27356	27355
27730	27731
27731	27730
27848	27849
27849	27848
27929	27930
27930	27929
28491	28492
28492	28491
28877	28879
28879	28877
28961	28962
28962	28961
29203	29204
29204	29203
29437	29438
29438	29437
29677	29678
29678	29677
29738	29739
29739	29738
29887	29888
29888	29887
30198	30199
30199	30198
30355	30356
30356	30355
30446	30447
30447	30446
30459	30461
30461	30459
30463	30464
30464	30463
31085	31086
31086	31085
31388	31391
31391	31388
31413	31424
31424	31413
31651	31653
31653	31651
31866	31867
31867	31866
32450	32451
32451	32450
32815	32816
32816	32815
32977	32978
32978	32977
33000	33001
33001	33000
33368	33369
33369	33368
33549	33550
33550	33549
33669	33670
33670	33669
33705	33706
33706	33705
33887	33889
33889	33887
33930	33931
33931	33930
34053	34054
34054	34053
34259	34260
34260	34259
34320	34321
34321	34320
34339	34341 34340 34342
34340	34341 34339 34342
34341	34339 34342 34340
34342	34339 34340 34341
34415	34416
34416	34415
34634	34635
34635	34634
34655	34656
34656	34655
34717	34719 34718
34718	34719 34717
34719	34717 34718
34866	34867
34867	34866
35049	35050
35050	35049
35063	35064
35064	35063
35073	35074
35074	35073
35291	35296 35295
35295	35291 35296
35296	35291 35295
35469	35470
35470	35469
35662	35663
35663	35662
35695	35696
35696	35695
35721	35722
35722	35721
35822	35823
35823	35822
36211	36213
36213	36211
36305	36306
36306	36305
36311	36312
36312	36311
36436	36437
36437	36436
36793	36794
36794	36793
36990	36991
36991	36990
37130	37131
37131	37130
37161	37162
37162	37161
37243	37244
37244	37243
37541	37542
37542	37541
37550	37551
37551	37550
37593	37595
37595	37593
37746	37747
37747	37746
38012	38013
38013	38012
38091	38092
38092	38091
38148	38149
38149	38148
38165	38166
38166	38165
38233	38234
38234	38233
38340	38341
38341	38340
38405	38406
38406	38405
38421	38422
38422	38421
38867	38868
38868	38867
38991	38992
38992	38991
39110	39111
39111	39110
39315	39316
39316	39315
39561	39562
39562	39561
39572	39573
39573	39572
39589	39590
39590	39589
39648	39649
39649	39648
39686	39688
39688	39686
39885	39886
39886	39885
39888	39889
39889	39888
40039	40040
40040	40039
40124	40125
40125	40124
40155	40156
40156	40155
40213	40214
40214	40213
40219	40220
40220	40219
40291	40292
40292	40291
40466	40467
40467	40466
40510	40511
40511	40510
40624	40625 40626
40625	40626 40624
40626	40624 40625
40669	40670
40670	40669
40702	40703
40703	40702
40741	40742
40742	40741
40834	40835
40835	40834
40862	40863
40863	40862
41240	41241
41241	41240
41308	41309
41309	41308
41381	41382
41382	41381
41395	41396
41396	41395
41411	41412
41412	41411
41608	41609
41609	41608
42080	42081
42081	42080
42116	42117
42117	42116
42130	42131
42131	42130
42159	42160
42160	42159
42165	42166
42166	42165
42342	42344
42344	42342
42483	42485
42485	42483
42494	42495
42495	42494
42668	42669
42669	42668
43105	43106
43106	43105
43267	43268
43268	43267
43332	43333
43333	43332
43407	43408
43408	43407
43410	43411
43411	43410
